Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,sqr_Annual Income,sqrt_Annual Income,sqr_Tax Liens,sqrt_Tax Liens,sqr_Number of Open Accounts,sqrt_Number of Open Accounts,sqr_Years of Credit History,sqrt_Years of Credit History,sqr_Maximum Open Credit,sqrt_Maximum Open Credit,sqr_Number of Credit Problems,sqrt_Number of Credit Problems,sqr_Months since last delinquent,sqrt_Months since last delinquent,sqr_Bankruptcies,sqrt_Bankruptcies,sqr_Current Loan Amount,sqrt_Current Loan Amount,sqr_Current Credit Balance,sqrt_Current Credit Balance,sqr_Monthly Debt,sqrt_Monthly Debt,sqr_Credit Score,sqrt_Credit Score,Term_bin,Years in current job_1 year,Years in current job_10more years,Years in current job_2 years,Years in current job_3 years,Years in current job_4 years,Years in current job_5 years,Years in current job_6 years,Years in current job_7 years,Years in current job_8 years,Years in current job_9 years,Years in current job_less 1 year,Purpose_business loan,Purpose_buy a car,Purpose_buy house,Purpose_debt consolidation,Purpose_educational expenses,Purpose_home improvements,Purpose_major purchase,Purpose_medical bills,Purpose_moving,Purpose_other,Purpose_renewable energy,Purpose_small business,Purpose_take a trip,Purpose_vacation,Purpose_wedding,Term_Long Term,Term_Short Term,Id
Home Mortgage,1888068.0,1 year,0.0,19.0,30.5,957132.0,0.0,5.0,0.0,debt consolidation,Short Term,334620.0,364534.0,29737.0,747.0,0,3564800772624.0,1374.0698672192764,0.0,0.0,361.0,4.358898943540674,930.25,5.522680508593631,916101665424.0,978.3312322521448,0.0,0.0,25.0,2.23606797749979,0.0,0.0,111970544400.0,578.4634819934618,132885037156.0,603.7665111613926,884289169.0,172.4441938715247,558009.0,27.331300737432898,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4725
Rent,2767122.0,< 1 year,0.0,13.0,20.1,468336.0,0.0,50.0,0.0,debt consolidation,Short Term,441936.0,238640.0,49347.0,729.0,0,7656964162884.0,1663.466861707801,0.0,0.0,169.0,3.605551275463989,404.01000000000005,4.483302354291979,219338608896.0,684.3507872429168,0.0,0.0,2500.0,7.0710678118654755,0.0,0.0,195307428096.0,664.782671254298,56949049600.0,488.5079323818601,2435126409.0,222.1418465755608,531441.0,27.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4726
Rent,1366391.7201749957,< 1 year,0.0,19.0,14.5,1305392.0,0.0,34.69260017548991,0.0,debt consolidation,Long Term,616242.0,446443.0,56194.0,1151.0874978966851,1,1867026332962.7837,1168.9275940685957,0.0,0.0,361.0,4.358898943540674,210.25,3.8078865529319543,1704048273664.0,1142.537526735993,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,379754202564.0,785.0108279507997,199311352249.0,668.163902047993,3157765636.0,237.05273674859777,1325002.427814051,33.927680408431776,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4727
Rent,470535.0,4 years,0.0,10.0,9.4,402798.0,0.0,34.69260017548991,0.0,other,Short Term,196130.0,72713.0,12508.0,692.0,0,221403186225.0,685.9555379177283,0.0,0.0,100.0,3.1622776601683795,88.36000000000001,3.0659419433511785,162246228804.0,634.6636904692122,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,38466976900.0,442.8656681207068,5287180369.0,269.65348134225894,156450064.0,111.83917024012652,478864.0,26.30589287593181,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4728
Home Mortgage,1603372.0,10+ years,0.0,17.0,19.9,799568.0,0.0,20.0,0.0,debt consolidation,Short Term,99999999.0,422617.0,27658.0,729.0,0,2570801770384.0,1266.243262568453,0.0,0.0,289.0,4.123105625617661,396.00999999999993,4.460941604639093,639308986624.0,894.1856630476693,0.0,0.0,400.0,4.47213595499958,0.0,0.0,9999999800000000.0,9999.99995,178605128689.0,650.0899937700933,764964964.0,166.30694513459142,531441.0,27.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4729
Rent,1366391.7201749957,3 years,0.0,12.0,12.0,726726.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,106260.0,293094.0,12140.0,1151.0874978966851,0,1867026332962.7837,1168.9275940685957,0.0,0.0,144.0,3.4641016151377544,144.0,3.4641016151377544,528130679076.0,852.4822578798928,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,11291187600.0,325.97545919900165,85904092836.0,541.3815659957402,147379600.0,110.18166816671456,1325002.427814051,33.927680408431776,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4730
Home Mortgage,1805551.0,5 years,0.0,14.0,17.5,475640.0,0.0,59.0,0.0,debt consolidation,Short Term,330110.0,291251.0,17905.0,722.0,0,3260014413601.0,1343.707929573983,0.0,0.0,196.0,3.7416573867739413,306.25,4.183300132670378,226233409600.0,689.666586112449,0.0,0.0,3481.0,7.681145747868608,0.0,0.0,108972612100.0,574.5519993873487,84827145001.0,539.6767551043865,320589025.0,133.80956617521784,521284.0,26.870057685088806,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4731
Home Mortgage,760380.0,1 year,0.0,7.0,10.9,301224.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,193688.0,116546.0,3821.0,736.0,0,578177744400.0,871.997706419002,0.0,0.0,49.0,2.6457513110645907,118.81,3.3015148038438356,90735898176.0,548.8387741404574,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,37515041344.0,440.09998863894555,13582970116.0,341.38834192163034,14600041.0,61.814237842102365,541696.0,27.129319932501073,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4732
Home Mortgage,954275.0,2 years,0.0,5.0,13.2,780384.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,173316.0,327541.0,6457.0,744.0,0,910640775625.0,976.8700015867004,0.0,0.0,25.0,2.23606797749979,174.23999999999998,3.63318042491699,608999187456.0,883.3934570733473,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,30038435856.0,416.3123827127894,107283106681.0,572.3119778582308,41692849.0,80.3554602998452,553536.0,27.27636339397171,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4733
Own Home,1436970.0,10+ years,0.0,9.0,28.5,767184.0,0.0,36.0,0.0,other,Short Term,99999999.0,590368.0,22034.0,694.0,0,2064882780900.0,1198.736835172758,0.0,0.0,81.0,3.0,812.25,5.338539126015656,588571289856.0,875.8904041031617,0.0,0.0,1296.0,6.0,0.0,0.0,9999999800000000.0,9999.99995,348534375424.0,768.3540850415257,485497156.0,148.43853947004465,481636.0,26.343879744638983,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4734
Home Mortgage,1940128.0,10+ years,0.0,7.0,22.9,367598.0,0.0,34.69260017548991,0.0,debt consolidation,Long Term,770858.0,292087.0,35731.0,716.0,1,3764096656384.0,1392.8847762826615,0.0,0.0,49.0,2.6457513110645907,524.41,4.78539444560216,135128289604.0,606.2986062989095,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,594222056164.0,877.9851934970202,85314815569.0,540.4507378105798,1276704361.0,189.02645317521038,512656.0,26.758176320519304,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4735
Rent,3153810.0,10+ years,0.0,12.0,32.0,166100.0,0.0,6.0,0.0,debt consolidation,Short Term,110660.0,77026.0,36794.0,721.0,0,9946517516100.0,1775.8969564701663,0.0,0.0,144.0,3.4641016151377544,1024.0,5.656854249492381,27589210000.0,407.55367744629666,0.0,0.0,36.0,2.449489742783178,0.0,0.0,12245635600.0,332.6559784522142,5933004676.0,277.5355833041954,1353798436.0,191.81762171396036,519841.0,26.851443164195103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4736
Home Mortgage,575415.0,< 1 year,0.0,7.0,16.8,1103036.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,203764.0,324843.0,4316.0,740.0,0,331102422225.0,758.5611379447275,0.0,0.0,49.0,2.6457513110645907,282.24,4.09878030638384,1216688417296.0,1050.255207080641,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,41519767696.0,451.4022596310302,105522974649.0,569.9499978068252,18627856.0,65.69627082262737,547600.0,27.202941017470888,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4737
Home Mortgage,1911989.0,4 years,0.0,9.0,31.6,268774.0,0.0,20.0,0.0,debt consolidation,Short Term,99999999.0,180139.0,24059.0,738.0,0,3655701936121.0,1382.7469038113952,0.0,0.0,81.0,3.0,998.5600000000001,5.621387729022079,72239463076.0,518.4341809718954,0.0,0.0,400.0,4.47213595499958,0.0,0.0,9999999800000000.0,9999.99995,32450059321.0,424.42785017008487,578835481.0,155.10963864312237,544644.0,27.16615541441225,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4738
Rent,290548.0,3 years,0.0,4.0,22.1,122628.0,0.0,29.0,0.0,other,Short Term,173646.0,4237.0,750.0,748.0,0,84418140304.0,539.0250458002856,0.0,0.0,16.0,2.0,488.4100000000001,4.701063709417263,15037626384.0,350.1828094010327,0.0,0.0,841.0,5.385164807134504,0.0,0.0,30152933316.0,416.7085312301633,17952169.0,65.09224224129939,562500.0,27.386127875258307,559504.0,27.349588662354687,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,4739
Home Mortgage,1511640.0,2 years,0.0,8.0,18.5,698016.0,0.0,34.69260017548991,0.0,debt consolidation,Long Term,531652.0,578113.0,15116.0,6650.0,1,2285055489600.0,1229.4876981897785,0.0,0.0,64.0,2.8284271247461903,342.25,4.301162633521313,487226336256.0,835.4735184313145,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,282653849104.0,729.1447044311575,334214640769.0,760.3374250949377,228493456.0,122.94714311442947,44222500.0,81.54753215150045,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4740
Rent,1271347.0,10+ years,0.0,16.0,20.0,425634.0,1.0,34.69260017548991,1.0,debt consolidation,Short Term,197736.0,264670.0,18858.0,717.0,0,1616323194409.0,1127.540243184251,0.0,0.0,256.0,4.0,400.0,4.47213595499958,181164301956.0,652.4063151135188,1.0,1.0,1203.5765069364024,5.890042459565967,1.0,1.0,39099525696.0,444.6751623376327,70050208900.0,514.4608828667151,355624164.0,137.3244333685743,514089.0,26.77685567799177,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4741
Home Mortgage,3163215.0,2 years,0.0,6.0,16.0,175384.0,0.0,40.0,0.0,debt consolidation,Short Term,355168.0,114969.0,19876.0,744.0,0,10005929136225.0,1778.5429429732642,0.0,0.0,36.0,2.449489742783178,256.0,4.0,30759547456.0,418.78872955226484,0.0,0.0,1600.0,6.324555320336759,0.0,0.0,126144308224.0,595.9597301831727,13217870961.0,339.07078906918537,395055376.0,140.98226838861686,553536.0,27.27636339397171,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4742
Home Mortgage,1392092.0,2 years,0.0,9.0,14.8,202004.0,1.0,34.69260017548991,1.0,debt consolidation,Short Term,322388.0,137294.0,15162.0,725.0,0,1937920136464.0,1179.8694843074804,0.0,0.0,81.0,3.0,219.04000000000002,3.847076812334269,40805616016.0,449.44855100445034,1.0,1.0,1203.5765069364024,5.890042459565967,1.0,1.0,103934022544.0,567.7922155155,18849642436.0,370.5320498958221,229886244.0,123.13407326974935,525625.0,26.92582403567252,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4743
Home Mortgage,1349817.0,10+ years,0.0,11.0,31.5,1114630.0,0.0,13.0,0.0,debt consolidation,Short Term,99999999.0,756637.0,20135.0,738.0,0,1822005933489.0,1161.816250531899,0.0,0.0,121.0,3.3166247903554,992.25,5.612486080160912,1242400036900.0,1055.7603894823862,0.0,0.0,169.0,3.605551275463989,0.0,0.0,9999999800000000.0,9999.99995,572499549769.0,869.8488374424604,405418225.0,141.89785058273435,544644.0,27.16615541441225,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4744
Own Home,6029954.0,4 years,0.0,30.0,17.5,11603856.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,753588.0,4720132.0,136679.0,745.0,0,36360345242116.0,2455.596465219805,0.0,0.0,900.0,5.477225575051661,306.25,4.183300132670378,134649474068736.0,3406.4433064414857,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,567894873744.0,868.0944649057498,22279646097424.0,2172.5864769900413,18681149041.0,369.70123072556845,555025.0,27.294688127912362,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4745
Rent,1393935.0,1 year,0.0,6.0,14.6,129118.0,0.0,34.69260017548991,0.0,debt consolidation,Long Term,538010.0,79173.0,24510.0,7040.0,1,1943054784225.0,1180.6502445686444,0.0,0.0,36.0,2.449489742783178,213.16,3.82099463490856,16671457924.0,359.32993195669076,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,289454760100.0,733.4916495775532,6268363929.0,281.3769713391627,600740100.0,156.556698994326,49561600.0,83.90470785361212,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4746
Home Mortgage,1241954.0,10+ years,0.0,9.0,37.1,971630.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,433664.0,220685.0,3291.0,746.0,0,1542449738116.0,1114.4298990963946,0.0,0.0,81.0,3.0,1376.41,6.0909769331364245,944064856900.0,985.7129399576735,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,188064464896.0,658.5317000722137,48701869225.0,469.7712209150322,10830681.0,57.367238037053866,556516.0,27.313000567495326,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4747
Rent,1366391.7201749957,7 years,0.0,8.0,6.5,767294.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,124432.0,73549.0,6189.0,1151.0874978966851,0,1867026332962.7837,1168.9275940685957,0.0,0.0,64.0,2.8284271247461903,42.25,2.5495097567963922,588740082436.0,875.953195096633,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,15483322624.0,352.7492026922244,5409455401.0,271.1991887893472,38303721.0,78.67019766086774,1325002.427814051,33.927680408431776,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4748
Rent,1366391.7201749957,7 years,0.0,6.0,10.1,99286.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,70180.0,41078.0,8438.0,1151.0874978966851,1,1867026332962.7837,1168.9275940685957,0.0,0.0,36.0,2.449489742783178,102.00999999999999,3.1780497164141406,9857709796.0,315.0968105201955,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,4925232400.0,264.9150807334305,1687402084.0,202.67708306564904,71199844.0,91.85858696931932,1325002.427814051,33.927680408431776,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4749
Home Mortgage,1324110.0,10+ years,0.0,8.0,22.5,442288.0,0.0,34.69260017548991,0.0,debt consolidation,Long Term,733810.0,211983.0,13131.0,699.0,0,1753267292100.0,1150.6997870861019,0.0,0.0,64.0,2.8284271247461903,506.25,4.743416490252569,195618674944.0,665.0473667341297,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,538477116100.0,856.6271067389824,44936792289.0,460.41611613843406,172423161.0,114.59057552870567,488601.0,26.43860813280457,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4750
Own Home,1553896.0,< 1 year,0.0,24.0,12.5,1733006.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,337370.0,1029724.0,37552.0,696.0,0,2414592778816.0,1246.553649066096,0.0,0.0,576.0,4.898979485566356,156.25,3.5355339059327378,3003309796036.0,1316.4368575818592,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,113818516900.0,580.8356049692546,1060331516176.0,1014.7531719585803,1410152704.0,193.7833842206292,484416.0,26.38181191654584,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4751
Rent,849794.0,4 years,0.0,16.0,32.0,419738.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,218658.0,206625.0,10197.0,712.0,0,722149842436.0,921.8427197738234,0.0,0.0,256.0,4.0,1024.0,5.656854249492381,176179988644.0,647.8719009186924,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,47811320964.0,467.6088108665191,42693890625.0,454.56022703267826,103978809.0,100.98019607824101,506944.0,26.68332812825267,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4752
Home Mortgage,1726321.0,4 years,0.0,21.0,23.9,953304.0,0.0,34.69260017548991,0.0,debt consolidation,Long Term,573606.0,497268.0,38698.0,710.0,0,2980184195041.0,1313.8953535194498,0.0,0.0,441.0,4.58257569495584,571.2099999999999,4.888762624632126,908788516416.0,976.3728795905794,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,329023843236.0,757.3678102480986,247275463824.0,705.1723193659831,1497535204.0,196.71807237770506,504100.0,26.645825188948457,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4753
Rent,1366391.7201749957,10+ years,0.0,16.0,21.1,1113024.0,0.0,34.69260017548991,0.0,debt consolidation,Long Term,529122.0,745921.0,29193.0,1151.0874978966851,1,1867026332962.7837,1168.9275940685957,0.0,0.0,256.0,4.0,445.21000000000004,4.5934736311423405,1238822424576.0,1054.9995260662442,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,279970090884.0,727.4077261068926,556398138241.0,863.6671812683402,852231249.0,170.859591477915,1325002.427814051,33.927680408431776,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4754
Rent,863246.0,10+ years,0.0,11.0,25.5,282392.0,0.0,14.0,0.0,debt consolidation,Short Term,304216.0,130967.0,16308.0,746.0,0,745193656516.0,929.1103271409698,0.0,0.0,121.0,3.3166247903554,650.25,5.049752469181039,79745241664.0,531.4056830708531,0.0,0.0,196.0,3.7416573867739413,0.0,0.0,92547374656.0,551.5577938892714,17152355089.0,361.89363078120067,265950864.0,127.70277992275658,556516.0,27.313000567495326,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4755
Rent,934135.0,4 years,0.0,16.0,16.0,499620.0,0.0,50.0,0.0,debt consolidation,Short Term,324500.0,220058.0,14557.0,736.0,0,872608198225.0,966.5065959423143,0.0,0.0,256.0,4.0,256.0,4.0,249620144400.0,706.8380295371776,0.0,0.0,2500.0,7.0710678118654755,0.0,0.0,105300250000.0,569.6490147450446,48425523364.0,469.1034001155822,211906249.0,120.65239326262865,541696.0,27.129319932501073,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4756
Rent,1252366.0,3 years,0.0,9.0,16.8,197692.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,291126.0,138966.0,11271.0,709.0,0,1568420597956.0,1119.091595893741,0.0,0.0,81.0,3.0,282.24,4.09878030638384,39082126864.0,444.6256852679566,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,84754347876.0,539.5609326109517,19311549156.0,372.78143730609764,127035441.0,106.16496597277278,502681.0,26.627053911388696,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4757
Rent,1022637.0,3 years,0.0,7.0,14.1,322762.0,0.0,15.0,0.0,debt consolidation,Short Term,464486.0,252833.0,8156.0,733.0,0,1045786433769.0,1011.2551606790445,0.0,0.0,49.0,2.6457513110645907,198.81,3.7549966711037173,104175308644.0,568.1214658855974,0.0,0.0,225.0,3.872983346207417,0.0,0.0,215747244196.0,681.5320975566741,63924525889.0,502.8250192661459,66520336.0,90.31057523900509,537289.0,27.073972741361768,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4758
Own Home,2625420.0,10+ years,0.0,11.0,18.1,466400.0,1.0,54.0,1.0,debt consolidation,Long Term,745866.0,191729.0,25598.0,671.0,0,6892830176400.0,1620.3147842317553,0.0,0.0,121.0,3.3166247903554,327.61000000000007,4.254409477236529,217528960000.0,682.9348431585549,1.0,1.0,2916.0,7.3484692283495345,1.0,1.0,556316089956.0,863.6353397123116,36760009441.0,437.8687017817099,655257604.0,159.99374987792493,450241.0,25.903667693977237,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4759
Home Mortgage,1312444.0,6 years,0.0,18.0,10.5,1019304.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,195382.0,388227.0,21108.0,731.0,0,1722509253136.0,1145.6194830745503,0.0,0.0,324.0,4.242640687119285,110.25,3.24037034920393,1038980644416.0,1009.6058636913714,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,38174125924.0,442.02036152195524,150720203529.0,623.0786467212627,445547664.0,145.28592498931204,534361.0,27.03701166919155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4760
Rent,445341.0,5 years,0.0,10.0,16.6,48312.0,0.0,34.69260017548991,0.0,major purchase,Short Term,153868.0,10716.0,4004.0,741.0,0,198328606281.0,667.3387445668054,0.0,0.0,100.0,3.1622776601683795,275.56000000000006,4.0743097574926725,2334049344.0,219.79990900817043,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,23675361424.0,392.2601177790064,114832656.0,103.51811435686027,16032016.0,63.2771680782255,549081.0,27.2213151776324,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,4761
Home Mortgage,719682.0,5 years,0.0,27.0,43.8,959442.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,307010.0,315704.0,10915.0,737.0,0,517942181124.0,848.3407334320332,0.0,0.0,729.0,5.196152422706632,1918.4399999999998,6.618156843109719,920528951364.0,979.5111025404459,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,94255140100.0,554.0848310502644,99669015616.0,561.8754310343174,119137225.0,104.47487736293353,543169.0,27.147743920996454,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4762
Home Mortgage,1877960.0,10+ years,0.0,14.0,14.4,363616.0,0.0,8.0,0.0,debt consolidation,Short Term,434896.0,110542.0,12316.0,7330.0,1,3526733761600.0,1370.3868067082374,0.0,0.0,196.0,3.7416573867739413,207.36,3.794733192202055,132216595456.0,603.0058042838393,0.0,0.0,64.0,2.8284271247461903,0.0,0.0,189134530816.0,659.4664510041432,12219533764.0,332.47857073802516,151683856.0,110.97747519204066,53728900.0,85.61541917201598,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4763
Home Mortgage,1059744.0,7 years,0.0,20.0,14.8,151778.0,1.0,17.0,0.0,debt consolidation,Short Term,136642.0,95038.0,14130.0,724.0,0,1123057345536.0,1029.4386820010213,0.0,0.0,400.0,4.47213595499958,219.04000000000002,3.847076812334269,23036561284.0,389.5869607674261,1.0,1.0,289.0,4.123105625617661,0.0,0.0,18671036164.0,369.65118693168023,9032221444.0,308.2823381252971,199656900.0,118.86967653695369,524176.0,26.90724809414742,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4764
Home Mortgage,758556.0,10+ years,0.0,11.0,14.3,434654.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,219582.0,196327.0,24527.0,732.0,0,575407205136.0,870.9512041440669,0.0,0.0,121.0,3.3166247903554,204.49,3.7815340802378077,188924099716.0,659.2829438109255,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,48216254724.0,468.5957746288372,38544290929.0,443.08802737153707,601573729.0,156.61098301204805,535824.0,27.055498516937366,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4765
Home Mortgage,2020745.0,7 years,0.0,13.0,15.4,385748.0,0.0,38.0,0.0,debt consolidation,Long Term,779944.0,211223.0,25933.0,628.0,0,4083410355025.0,1421.5291062795725,0.0,0.0,169.0,3.605551275463989,237.16000000000003,3.924283374069717,148801519504.0,621.0861453936966,0.0,0.0,1444.0,6.164414002968976,0.0,0.0,608312643136.0,883.1443823067664,44615155729.0,459.5900347048443,672520489.0,161.0372627685903,394384.0,25.059928172283335,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4766
Rent,1422644.0,3 years,0.0,8.0,21.0,405790.0,0.0,34.69260017548991,0.0,debt consolidation,Short Term,337106.0,42750.0,15056.0,745.0,0,2023915950736.0,1192.7464106003422,0.0,0.0,64.0,2.8284271247461903,441.0,4.58257569495584,164665524100.0,637.0164833032188,0.0,0.0,1203.5765069364024,5.890042459565967,0.0,0.0,113640455236.0,580.6083016974525,1827562500.0,206.76073128135332,226683136.0,122.70289320142373,555025.0,27.294688127912362,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4767
Home Mortgage,2210574.0,10+ years,0.0,14.0,24.2,747406.0,0.0,22.0,0.0,debt consolidation,Short Term,667722.0,310479.0,38501.0,7300.0,1,4886637409476.0,1486.7999192897475,0.0,0.0,196.0,3.7416573867739413,585.64,4.919349550499537,558615728836.0,864.5264599767899,0.0,0.0,484.0,4.69041575982343,0.0,0.0,445852669284.0,817.1425824175362,96397209441.0,557.2064249450109,1482327001.0,196.21671692289624,53290000.0,85.44003745317531,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4768
